segment,band,n,std_psr_median,std_psr_mean,std_adr_median,cno_median,locktime_median
392MHz 干扰,B3,500,0.253,0.276114,0.001953125,35.0,73.9375
392MHz 干扰,E1,400,0.253,0.28475000000000006,0.001953125,35.0,0.6875
392MHz 干扰,E5b,278,0.253,0.25391366906474827,0.001953125,37.0,1.09375
392MHz 干扰,L1,542,0.253,0.3301881918819188,0.001953125,32.0,0.640625
392MHz 干扰,L2,609,0.253,0.26059113300492615,0.001953125,44.0,74.1875
无干扰 #3,B1,600,0.253,0.255725,0.001953125,44.0,21.375
无干扰 #3,B2,200,0.253,0.25300000000000006,0.001953125,41.0,20.78125
无干扰 #3,B3,557,0.253,0.25207181328545786,0.001953125,43.0,25.78125
无干扰 #3,E1,400,0.253,0.23200000000000007,0.001953125,45.0,23.828125
无干扰 #3,E5a,400,0.253,0.25300000000000006,0.001953125,44.0,21.046875
无干扰 #3,E5b,400,0.169,0.19,0.001953125,48.0,24.046875
无干扰 #3,L1,770,0.253,0.45963376623376634,0.001953125,40.0,23.046875
无干扰 #3,L2,625,0.253,0.25288,0.001953125,43.0,120.375
无干扰 #3,L5,246,0.253,0.26648780487804885,0.001953125,46.0,19.328125
4G/5G 干扰,B1,600,0.253,0.2640066666666667,0.001953125,44.0,75.78125
4G/5G 干扰,B2,182,0.253,0.25300000000000006,0.001953125,42.0,74.59375
4G/5G 干扰,B3,545,0.253,0.24606422018348628,0.001953125,43.0,80.5
4G/5G 干扰,E1,400,0.253,0.2408200000000001,0.001953125,44.5,77.546875
4G/5G 干扰,E5a,400,0.253,0.25300000000000006,0.001953125,43.0,74.78125
4G/5G 干扰,E5b,398,0.169,0.1955929648241206,0.001953125,48.0,78.375
4G/5G 干扰,L1,780,0.253,0.2744756410256411,0.001953125,41.0,75.09375
4G/5G 干扰,L2,650,0.253,0.25337692307692317,0.001953125,43.0,174.546875
4G/5G 干扰,L5,250,0.253,0.266716,0.001953125,46.0,71.734375
无干扰 #4,B1,600,0.253,0.24818166666666674,0.001953125,44.0,134.78125
无干扰 #4,B2,200,0.253,0.25300000000000006,0.001953125,41.0,133.0
无干扰 #4,B3,549,0.253,0.24580874316939894,0.001953125,44.0,139.375
无干扰 #4,E1,400,0.253,0.24649000000000007,0.001953125,44.0,136.546875
无干扰 #4,E5a,400,0.253,0.25300000000000006,0.001953125,42.5,133.78125
无干扰 #4,E5b,400,0.169,0.20050000000000004,0.001953125,48.0,136.828125
无干扰 #4,L1,800,0.253,0.2600975000000001,0.001953125,40.0,133.78125
无干扰 #4,L2,650,0.253,0.2535861538461539,0.001953125,41.0,233.546875
无干扰 #4,L5,250,0.253,0.25300000000000006,0.001953125,44.0,130.734375
Wi-Fi 干扰,B1,650,0.253,0.263263076923077,0.001953125,44.0,180.6875
Wi-Fi 干扰,B2,238,0.253,0.2770126050420168,0.001953125,39.0,179.6875
Wi-Fi 干扰,B3,600,0.253,0.25616000000000005,0.001953125,44.0,186.375
Wi-Fi 干扰,E1,400,0.253,0.24985000000000007,0.001953125,45.0,184.546875
Wi-Fi 干扰,E5a,395,0.253,0.25428607594936714,0.001953125,43.0,181.875
Wi-Fi 干扰,E5b,400,0.169,0.19294,0.001953125,48.0,184.828125
Wi-Fi 干扰,L1,800,0.253,0.26506500000000005,0.001953125,41.0,180.78125
Wi-Fi 干扰,L2,650,0.253,0.2554861538461539,0.001953125,43.0,280.828125
Wi-Fi 干扰,L5,250,0.253,0.24628000000000005,0.001953125,45.0,178.734375
无干扰 #5,B1,650,0.253,0.2523707692307693,0.001953125,43.0,224.875
无干扰 #5,B2,192,0.253,0.25300000000000006,0.001953125,42.0,225.375
无干扰 #5,B3,595,0.253,0.24935630252100843,0.001953125,44.0,230.6875
无干扰 #5,E1,416,0.253,0.25833653846153853,0.001953125,43.0,228.375
无干扰 #5,E5a,441,0.253,0.27920634920634924,0.001953125,43.0,224.5
无干扰 #5,E5b,448,0.169,0.19703348214285718,0.001953125,48.0,228.09375
无干扰 #5,L1,800,0.253,0.25601625000000006,0.001953125,41.0,224.640625
无干扰 #5,L2,650,0.253,0.2574938461538462,0.001953125,43.0,325.046875
无干扰 #5,L5,250,0.253,0.25300000000000006,0.001953125,45.0,222.9375
